t_hour,day,hour,temp_C,rh_pct,soil_pct,co2_ppm
1884,79,12,25.24,76.87,46.51,546.6
1885,79,13,24.48,76.32,44.71,574.1
1886,79,14,23.07,83.67,43.67,638.7
1887,79,15,22.51,84.35,45.6,678.3
1888,79,16,21.22,92.35,48.54,702.4
1889,79,17,21.35,99.78,50.03,694.5
1890,79,18,21.87,99.31,51.86,
1891,79,19,21.64,100.0,52.28,721.7
1892,79,20,21.56,94.57,51.99,727.4
1893,79,21,21.31,94.29,50.11,698.8
1894,79,22,22.38,89.68,50.79,612.6
1895,79,23,23.37,82.98,51.62,579.9
1896,80,0,23.95,78.78,50.02,550.5
1897,80,1,25.62,74.1,48.38,510.3
1898,80,2,26.65,70.21,50.29,486.0
1899,80,3,27.21,,,495.8
1900,80,4,27.9,66.28,47.82,484.9
1901,80,5,29.15,70.56,47.91,505.6
1902,80,6,29.74,65.96,47.05,466.8
1903,80,7,29.6,71.7,45.1,471.6
1904,80,8,29.57,69.92,46.02,443.3
1905,80,9,28.34,72.47,46.3,466.0
1906,80,10,27.64,74.26,50.57,478.5
1907,80,11,26.83,77.16,52.53,555.1
1908,80,12,25.62,83.86,51.69,605.0
1909,80,13,24.89,92.33,53.7,667.2
1910,80,14,23.57,99.05,54.7,686.5
1911,80,15,23.1,100.0,57.57,688.5
1912,80,16,22.77,100.0,56.38,687.3
1913,80,17,20.89,100.0,56.57,715.1
1914,80,18,21.62,98.4,55.94,771.2
1915,80,19,20.33,94.63,55.44,776.5
1916,80,20,20.8,92.4,52.82,752.8
1917,80,21,22.32,91.43,53.12,728.4
1918,80,22,23.19,83.1,52.82,703.1
1919,80,23,23.61,80.49,54.07,725.2
1920,81,0,24.39,82.19,52.44,717.7
1921,81,1,26.29,82.04,50.08,682.4
1922,81,2,26.47,76.59,50.32,646.1
1923,81,3,28.2,69.45,47.41,619.8
1924,81,4,28.97,69.09,48.67,604.4
1925,81,5,28.9,61.04,49.97,572.8
1926,81,6,28.97,65.06,51.72,541.4
1927,81,7,28.57,65.6,51.8,569.2
1928,81,8,28.9,73.26,50.42,576.1
1929,81,9,28.78,70.39,50.65,614.0
1930,81,10,27.14,76.83,51.67,672.4
1931,81,11,26.18,80.32,50.92,701.7
1932,81,12,24.92,83.41,54.2,729.0
1933,81,13,24.79,83.48,,828.0
1934,81,14,23.23,89.65,54.25,839.9
1935,81,15,23.4,95.25,58.41,817.8
1936,81,16,22.74,100.0,58.48,817.2
1937,81,17,21.77,100.0,55.99,858.4
1938,81,18,21.41,100.0,54.05,816.2
1939,81,19,21.31,100.0,56.69,786.3
1940,81,20,21.29,95.5,59.46,798.9
1941,81,21,22.27,97.99,60.06,766.3
1942,81,22,22.71,92.43,60.96,734.0
1943,81,23,22.89,93.43,61.35,728.3
1944,82,0,24.2,90.76,60.22,672.3
1945,82,1,24.75,87.35,58.65,601.3
1946,82,2,25.85,82.26,57.62,540.4
1947,82,3,26.71,80.75,57.14,537.7
1948,82,4,27.38,77.76,53.86,529.4
1949,82,5,29.26,74.67,54.03,502.8
1950,82,6,29.6,75.96,55.86,474.7
1951,82,7,29.72,75.54,54.45,480.5
1952,82,8,28.52,74.26,53.24,528.8
1953,82,9,27.81,78.4,54.01,529.8
1954,82,10,27.35,81.07,52.71,543.7
1955,82,11,26.06,85.96,50.43,550.2
1956,82,12,25.74,88.14,53.48,582.8
1957,82,13,24.21,88.27,53.13,632.8
1958,82,14,23.32,97.42,53.79,722.3
1959,82,15,22.4,100.0,53.09,751.2
1960,82,16,22.06,100.0,56.12,766.9
1961,82,17,21.5,100.0,57.84,799.0
1962,82,18,21.42,100.0,56.98,816.1
1963,82,19,21.62,100.0,54.07,791.2
1964,82,20,21.83,100.0,52.84,833.5
1965,82,21,22.92,100.0,53.3,802.5
1966,82,22,23.98,100.0,52.69,774.0
1967,82,23,24.98,98.87,51.77,749.9
1968,83,0,25.86,99.4,50.98,717.8
1969,83,1,27.4,89.9,51.26,715.4
1970,83,2,28.24,87.09,49.89,657.9
1971,83,3,28.94,89.37,49.68,643.2
1972,83,4,29.68,85.59,46.72,617.2
1973,83,5,30.96,82.0,51.32,619.9
1974,83,6,30.28,76.93,50.01,598.3
1975,83,7,30.55,80.19,50.07,584.2
1976,83,8,29.14,78.55,51.13,607.8
1977,83,9,28.76,80.21,50.4,627.4
1978,83,10,28.81,79.26,50.85,623.3
1979,83,11,28.0,87.69,51.44,681.7
1980,83,12,26.94,94.6,50.33,722.6
1981,83,13,25.51,97.59,52.14,741.8
1982,83,14,24.53,97.06,49.63,750.8
1983,83,15,23.55,100.0,54.13,779.6
1984,83,16,22.53,100.0,56.16,809.4
1985,83,17,22.07,100.0,57.51,774.2
1986,83,18,22.13,98.06,53.75,787.5
1987,83,19,21.94,96.22,51.99,798.1
1988,83,20,22.06,91.13,54.5,723.5
1989,83,21,22.19,88.09,62.01,714.9
1990,83,22,23.5,88.51,62.6,711.5
1991,83,23,24.92,84.63,62.6,697.9
1992,84,0,26.16,82.72,61.41,685.5
1993,84,1,27.74,77.34,57.5,642.0
1994,84,2,28.69,74.78,57.63,584.7
1995,84,3,29.66,78.17,53.59,516.8
1996,84,4,30.37,,49.85,533.4
1997,84,5,30.63,74.44,46.54,542.1
1998,84,6,30.44,69.17,48.27,567.2
1999,84,7,31.41,74.76,48.03,548.8
2000,84,8,30.56,74.74,48.41,579.8
2001,84,9,29.47,80.37,48.8,557.5
2002,84,10,28.82,82.81,47.18,563.0
2003,84,11,27.9,88.06,46.86,600.4
2004,84,12,26.08,93.55,46.84,652.0
2005,84,13,25.68,95.48,45.35,726.0
2006,84,14,24.62,100.0,45.85,743.5
2007,84,15,23.2,100.0,,743.0
2008,84,16,23.25,100.0,47.65,739.2
2009,84,17,23.11,100.0,49.93,737.5
2010,84,18,22.24,100.0,47.86,802.7
2011,84,19,23.31,100.0,47.72,814.0
2012,84,20,23.9,100.0,51.63,823.9
2013,84,21,24.35,,49.2,789.7
2014,84,22,25.83,95.55,49.58,757.9
2015,84,23,26.61,92.15,49.05,740.7
2016,85,0,27.39,86.71,50.39,689.4
2017,85,1,27.92,82.92,49.9,646.5
2018,85,2,29.09,79.95,47.96,598.0
2019,85,3,30.04,75.16,47.26,
2020,85,4,30.53,72.76,46.77,546.1
2021,85,5,30.42,68.62,46.16,515.0
2022,85,6,30.61,75.84,43.38,522.4
2023,85,7,30.41,79.29,46.25,536.1
2024,85,8,29.33,81.02,48.77,544.8
2025,85,9,28.09,86.31,47.09,544.8
2026,85,10,27.79,82.52,47.32,576.8
2027,85,11,25.66,78.34,47.9,596.5
2028,85,12,25.1,81.83,46.73,633.6
2029,85,13,24.11,82.43,44.35,696.0
2030,85,14,24.07,86.59,44.64,692.9
2031,85,15,23.08,91.5,45.49,776.1
2032,85,16,22.89,97.61,43.98,788.6
2033,85,17,22.32,96.22,45.68,807.2
2034,85,18,22.3,98.8,48.96,787.8
2035,85,19,22.85,98.95,51.01,811.0
2036,85,20,22.97,99.04,50.65,790.6
2037,85,21,24.12,95.45,46.61,757.7
2038,85,22,24.36,96.99,47.84,716.5
2039,85,23,25.5,93.01,47.58,681.4
2040,86,0,26.99,94.43,47.74,662.2
2041,86,1,28.26,87.53,50.81,635.2
2042,86,2,30.03,85.85,48.01,604.3
2043,86,3,30.17,82.05,41.43,561.0
2044,86,4,29.95,78.24,39.27,524.8
2045,86,5,29.86,78.38,40.57,
2046,86,6,30.42,76.51,41.04,519.2
2047,86,7,30.55,68.73,39.25,542.9
2048,86,8,30.17,61.74,37.5,575.0
2049,86,9,28.93,69.65,38.33,591.2
2050,86,10,28.56,77.5,37.55,623.3
2051,86,11,26.97,87.26,40.6,644.5
2052,86,12,26.63,90.83,41.65,629.7
2053,86,13,,90.62,42.27,659.9
2054,86,14,25.91,93.25,42.59,684.1
2055,86,15,25.09,96.78,44.88,688.4
2056,86,16,23.92,96.48,46.4,701.7
2057,86,17,22.44,100.0,47.91,726.4
2058,86,18,22.04,100.0,49.0,709.6
2059,86,19,21.72,100.0,49.21,698.3
2060,86,20,21.58,100.0,47.21,736.6
2061,86,21,23.37,100.0,45.73,681.5
2062,86,22,24.39,100.0,44.82,661.6
2063,86,23,25.57,,48.7,612.2
2064,87,0,26.43,93.14,45.19,574.1
2065,87,1,27.39,90.19,43.79,551.0
2066,87,2,28.86,84.2,43.53,509.0
2067,87,3,29.6,81.19,42.53,512.1
2068,87,4,30.45,74.13,44.5,536.2
2069,87,5,30.65,76.1,43.68,548.2
2070,87,6,,75.07,43.31,569.0
2071,87,7,29.7,78.91,45.33,534.2
2072,87,8,28.44,79.25,49.41,541.5
2073,87,9,27.98,80.82,52.56,574.3
2074,87,10,27.44,79.97,52.56,621.0
2075,87,11,26.04,86.02,52.95,690.5
2076,87,12,25.29,87.14,53.66,738.9
2077,87,13,24.52,89.76,54.61,780.4
2078,87,14,22.66,93.72,53.5,861.7
2079,87,15,21.74,97.49,56.03,867.5
2080,87,16,21.69,94.97,56.73,860.8
2081,87,17,21.75,96.58,56.69,862.5
2082,87,18,21.21,100.0,53.97,830.6
2083,87,19,21.67,99.02,53.94,820.4
2084,87,20,22.77,97.34,49.71,758.4
2085,87,21,23.84,95.95,48.26,726.7
2086,87,22,24.58,92.86,46.73,701.5
2087,87,23,25.29,86.53,46.83,698.8
2088,88,0,26.04,83.24,49.94,694.1
2089,88,1,27.39,82.98,50.01,633.6
2090,88,2,28.47,76.4,51.8,655.6
2091,88,3,29.61,72.72,51.84,625.8
2092,88,4,30.25,66.8,52.95,604.9
2093,88,5,30.99,69.16,55.57,544.8
2094,88,6,31.04,68.94,52.98,524.8
2095,88,7,31.18,67.43,50.78,557.1
2096,88,8,31.04,69.98,52.0,571.0
2097,88,9,29.78,69.39,52.03,590.2
2098,88,10,27.94,70.39,52.76,618.1
2099,88,11,27.85,70.87,52.69,607.9
2100,88,12,26.87,73.17,52.1,639.3
2101,88,13,24.89,82.93,56.11,708.2
2102,88,14,23.67,85.44,54.3,761.3
2103,88,15,23.38,91.17,56.21,776.4
2104,88,16,,91.95,57.48,829.4
2105,88,17,22.05,96.82,54.25,799.6
2106,88,18,22.72,94.94,52.62,775.3
2107,88,19,22.27,95.52,51.22,818.0
2108,88,20,22.33,95.01,52.14,813.6
2109,88,21,23.19,100.0,50.82,779.3
2110,88,22,24.29,98.89,49.94,747.4
2111,88,23,25.53,93.07,46.18,693.6
2112,89,0,26.99,91.09,50.19,668.5
2113,89,1,28.01,93.23,49.19,640.5
2114,89,2,29.1,83.6,49.11,609.6
2115,89,3,29.66,77.56,47.0,553.7
2116,89,4,30.24,74.41,44.97,543.8
2117,89,5,30.61,71.7,48.46,519.7
2118,89,6,30.79,70.36,44.15,493.9
2119,89,7,30.96,67.23,44.92,535.9
2120,89,8,30.69,73.64,42.91,602.6
2121,89,9,29.91,71.87,42.99,662.5
2122,89,10,28.53,74.97,42.85,689.7
2123,89,11,27.57,82.33,42.24,697.7
2124,89,12,26.49,86.26,43.9,715.9
2125,89,13,25.52,87.34,40.28,747.8
2126,89,14,25.62,87.38,41.57,756.9
2127,89,15,24.28,90.68,43.13,808.3
2128,89,16,23.7,91.66,41.88,766.0
2129,89,17,23.67,94.8,46.33,769.4
2130,89,18,23.35,91.93,45.9,793.5
2131,89,19,24.45,,45.95,765.3
2132,89,20,24.27,94.7,45.02,747.9
2133,89,21,24.79,93.53,44.91,745.0
2134,89,22,24.96,95.23,47.34,757.0
2135,89,23,25.62,90.21,51.64,689.1
2136,90,0,26.71,84.22,51.88,623.0
2137,90,1,28.09,79.01,52.67,572.7
2138,90,2,29.07,75.29,54.6,512.6
2139,90,3,30.37,72.38,53.44,463.1
2140,90,4,30.71,67.96,55.15,435.3
2141,90,5,30.76,61.08,55.3,471.0
2142,90,6,32.13,60.21,54.36,468.8
2143,90,7,31.82,63.17,,483.1
2144,90,8,30.73,66.14,49.95,479.1
2145,90,9,29.55,73.0,50.64,524.2
2146,90,10,28.16,82.32,47.84,602.2
2147,90,11,27.69,87.8,45.37,607.3
2148,90,12,26.39,95.19,46.96,683.3
2149,90,13,25.4,100.0,45.86,718.5
2150,90,14,24.37,100.0,47.13,742.3
2151,90,15,23.88,100.0,48.51,772.3
2152,90,16,22.73,100.0,49.73,795.5
2153,90,17,21.81,100.0,48.48,847.7
2154,90,18,21.9,100.0,50.73,852.4
2155,90,19,,100.0,50.51,849.4
2156,90,20,22.96,100.0,51.1,814.2
2157,90,21,23.15,100.0,48.08,806.9
2158,90,22,24.37,100.0,47.13,747.1
2159,90,23,24.93,96.4,48.61,715.1
2160,91,0,25.76,84.64,49.51,750.8
2161,91,1,26.41,86.05,46.68,641.8
2162,91,2,28.19,81.25,44.6,614.9
2163,91,3,29.34,79.13,41.88,592.8
2164,91,4,30.22,80.61,40.2,563.5
2165,91,5,31.13,79.03,37.37,543.4
2166,91,6,32.45,81.88,37.56,539.8
2167,91,7,31.01,77.28,39.54,535.6
2168,91,8,30.05,85.19,38.75,552.5
2169,91,9,29.02,89.28,39.7,557.9
2170,91,10,27.76,91.25,40.55,633.8
2171,91,11,26.34,97.5,44.08,649.3
2172,91,12,25.32,95.92,44.08,689.5
2173,91,13,23.85,97.62,44.26,697.2
2174,91,14,23.3,100.0,43.91,746.4
2175,91,15,22.67,100.0,42.96,783.4
2176,91,16,22.4,100.0,45.33,805.0
2177,91,17,22.31,100.0,45.96,782.8
2178,91,18,22.46,100.0,46.67,764.8
2179,91,19,22.34,100.0,49.49,802.8
2180,91,20,23.79,100.0,51.87,765.3
2181,91,21,24.31,100.0,47.76,
2182,91,22,24.0,97.14,48.4,706.5
2183,91,23,24.48,89.22,47.9,702.4
2184,92,0,24.76,81.95,45.91,649.9
2185,92,1,26.07,79.56,45.59,593.8
2186,92,2,27.18,72.69,41.15,549.7
2187,92,3,27.96,72.28,43.57,516.0
2188,92,4,29.79,68.05,43.96,513.3
2189,92,5,30.41,63.27,41.72,506.8
2190,92,6,30.81,61.92,40.48,478.2
2191,92,7,30.06,64.27,37.38,488.1
2192,92,8,29.13,65.54,37.64,477.1
2193,92,9,28.59,68.66,37.81,521.3
2194,92,10,27.9,74.38,36.53,572.1
2195,92,11,26.03,81.46,39.8,601.7
2196,92,12,25.11,84.19,43.9,640.8
2197,92,13,24.27,84.86,45.08,715.6
2198,92,14,23.34,89.0,45.62,733.9
2199,92,15,22.23,93.74,47.53,730.0
2200,92,16,21.52,91.76,48.24,762.8
2201,92,17,21.23,91.12,46.57,743.5
2202,92,18,21.32,90.26,45.69,744.1
2203,92,19,21.89,90.06,45.36,727.2
2204,92,20,22.87,87.17,45.86,701.8
2205,92,21,23.29,87.96,45.56,682.5
2206,92,22,23.86,80.7,45.42,686.3
2207,92,23,25.06,73.5,41.61,686.7
2208,93,0,26.37,70.19,42.38,676.1
2209,93,1,27.11,67.28,41.65,647.7
2210,93,2,28.44,60.67,46.05,606.0
2211,93,3,29.66,57.47,44.16,517.9
2212,93,4,30.76,55.61,43.99,513.1
2213,93,5,31.77,54.59,49.02,447.0
2214,93,6,31.08,56.12,48.49,405.8
2215,93,7,30.71,55.99,47.74,422.4
2216,93,8,30.13,63.33,45.5,455.6
2217,93,9,29.29,67.87,48.79,474.8
2218,93,10,28.02,68.98,46.63,549.3
2219,93,11,26.29,73.55,48.06,593.7
2220,93,12,25.42,78.34,47.72,620.0
2221,93,13,24.09,86.28,48.07,687.9
2222,93,14,23.32,88.02,45.95,752.5
2223,93,15,22.2,93.57,49.53,781.4
2224,93,16,21.18,95.92,49.4,771.6
2225,93,17,21.14,100.0,47.22,764.7
2226,93,18,21.24,100.0,49.97,730.3
2227,93,19,21.79,100.0,48.67,728.5
2228,93,20,23.31,100.0,48.89,693.3
2229,93,21,23.9,99.42,49.83,672.4
2230,93,22,24.79,94.86,49.67,660.7
2231,93,23,25.02,95.53,43.96,586.9
2232,94,0,25.36,90.61,44.44,535.6
2233,94,1,27.27,84.36,43.17,506.2
2234,94,2,27.68,78.48,41.53,490.0
2235,94,3,28.01,71.12,40.52,464.9
2236,94,4,28.74,70.28,36.72,451.2
2237,94,5,,66.01,37.08,432.8
2238,94,6,28.97,68.81,34.5,404.7
2239,94,7,28.83,65.05,34.59,411.1
2240,94,8,29.2,67.04,35.82,433.1
2241,94,9,28.17,72.92,39.04,458.3
2242,94,10,26.72,69.18,38.41,498.8
2243,94,11,26.43,79.28,42.59,548.6
2244,94,12,25.7,81.53,45.5,604.0
2245,94,13,24.36,,45.47,622.9
2246,94,14,22.67,90.78,44.11,617.8
2247,94,15,21.67,95.66,42.17,684.9
2248,94,16,21.25,98.25,43.74,717.7
2249,94,17,21.62,100.0,42.96,707.8
2250,94,18,21.01,100.0,45.9,724.0
2251,94,19,21.23,100.0,44.53,750.0
2252,94,20,22.09,100.0,42.57,780.1
2253,94,21,,100.0,42.79,759.7
2254,94,22,23.15,100.0,40.88,754.0
2255,94,23,23.62,93.72,40.34,
2256,95,0,25.02,96.4,41.63,648.3
2257,95,1,26.3,88.73,40.94,605.3
2258,95,2,27.88,87.98,40.29,583.2
2259,95,3,28.93,82.98,39.91,595.7
2260,95,4,28.28,82.03,35.87,574.4
2261,95,5,28.44,76.53,36.58,530.8
2262,95,6,28.85,76.43,36.97,491.6
2263,95,7,28.77,74.66,39.04,538.6
2264,95,8,28.74,79.63,40.6,558.7
2265,95,9,28.56,81.65,40.66,582.9
2266,95,10,,85.91,43.43,592.4
2267,95,11,26.84,81.24,43.49,623.5
2268,95,12,24.83,84.05,44.78,624.9
2269,95,13,23.71,88.47,44.93,665.1
2270,95,14,23.12,,46.63,662.8
2271,95,15,21.83,97.22,46.44,681.4
2272,95,16,21.68,97.48,50.21,688.0
2273,95,17,21.81,98.34,54.16,624.0
2274,95,18,21.71,100.0,55.2,636.2
2275,95,19,20.27,93.27,57.2,625.2
2276,95,20,20.3,93.42,52.56,624.5
2277,95,21,22.23,89.7,48.34,620.3
2278,95,22,22.87,83.68,46.48,652.1
2279,95,23,22.96,81.23,45.3,634.8
2280,96,0,24.91,81.04,43.6,614.3
2281,96,1,26.06,79.84,39.06,596.2
2282,96,2,27.67,75.04,40.53,587.7
2283,96,3,28.59,73.92,43.89,569.7
2284,96,4,29.39,73.26,45.27,552.1
2285,96,5,29.88,70.4,46.29,552.0
2286,96,6,30.24,66.86,45.71,479.6
2287,96,7,31.08,64.87,43.3,538.4
2288,96,8,30.81,68.58,43.24,584.5
2289,96,9,29.0,70.26,47.51,598.1
2290,96,10,28.24,69.73,46.7,577.5
2291,96,11,,68.22,45.98,633.4
2292,96,12,26.99,75.13,48.61,639.7
2293,96,13,25.42,77.53,51.21,680.4
2294,96,14,24.82,82.47,49.53,672.1
2295,96,15,24.17,89.45,49.15,752.9
2296,96,16,24.49,87.6,48.22,727.8
2297,96,17,23.2,89.15,48.34,740.0
2298,96,18,22.46,89.32,50.29,689.5
2299,96,19,22.22,90.15,47.96,690.9
2300,96,20,22.23,92.4,49.37,674.0
2301,96,21,22.35,85.6,48.38,689.7
2302,96,22,21.82,84.3,51.68,655.4
2303,96,23,22.87,83.65,50.41,657.4
2304,97,0,24.37,78.71,48.26,598.6
2305,97,1,25.34,74.04,,562.4
2306,97,2,27.47,71.39,45.07,529.6
2307,97,3,28.27,68.9,39.95,520.4
2308,97,4,29.52,67.76,,511.3
2309,97,5,29.89,67.29,37.43,516.7
2310,97,6,30.29,63.04,33.97,515.9
2311,97,7,30.09,66.17,34.15,532.7
2312,97,8,30.18,70.5,30.59,516.4
2313,97,9,29.28,72.42,31.09,543.5
2314,97,10,28.46,70.07,32.98,605.7
2315,97,11,27.43,73.02,34.6,584.1
2316,97,12,26.02,77.22,35.21,626.4
2317,97,13,25.03,77.37,36.5,671.7
2318,97,14,25.01,80.04,36.3,732.3
2319,97,15,23.68,79.16,37.66,765.6
2320,97,16,23.0,84.08,38.86,776.2
2321,97,17,,86.47,37.85,789.2
2322,97,18,23.08,82.33,39.05,765.0
2323,97,19,22.84,83.7,39.85,745.5
2324,97,20,21.74,82.63,39.43,696.7
2325,97,21,22.63,82.33,43.95,716.8
2326,97,22,22.29,78.33,42.63,699.3
2327,97,23,24.16,72.68,40.94,642.4
2328,98,0,25.27,67.1,38.97,617.3
2329,98,1,26.78,62.41,35.98,613.4
2330,98,2,27.17,,36.57,603.4
2331,98,3,27.22,57.86,34.39,546.5
2332,98,4,28.13,55.52,32.77,445.1
2333,98,5,28.6,53.36,31.54,
2334,98,6,28.57,52.47,29.75,430.5
2335,98,7,28.58,61.22,26.87,458.2
2336,98,8,29.64,60.12,27.12,498.3
2337,98,9,29.21,60.85,30.3,545.4
2338,98,10,28.64,74.05,32.05,609.8
2339,98,11,27.79,77.92,36.57,659.6
2340,98,12,27.16,,39.18,721.1
2341,98,13,25.61,82.59,41.17,768.8
2342,98,14,23.3,82.79,45.71,814.1
2343,98,15,22.33,88.33,45.79,815.1
2344,98,16,22.08,89.49,46.07,782.6
2345,98,17,21.09,89.22,46.0,845.0
2346,98,18,20.88,94.31,48.81,831.5
2347,98,19,20.7,94.69,48.0,841.5
2348,98,20,21.95,95.19,45.68,797.0
2349,98,21,22.88,92.95,45.79,788.1
2350,98,22,23.89,87.31,42.82,686.7
2351,98,23,24.99,84.63,42.62,643.4
2352,99,0,25.8,83.36,42.03,608.0
2353,99,1,26.77,78.55,40.18,587.2
2354,99,2,27.0,79.1,39.99,582.2
2355,99,3,26.73,76.8,35.75,523.5
2356,99,4,27.65,73.21,35.34,519.5
2357,99,5,28.37,70.75,33.89,534.4
2358,99,6,29.2,69.05,39.45,581.1
2359,99,7,29.8,64.34,39.29,587.4
2360,99,8,29.99,64.72,37.92,572.1
2361,99,9,28.54,67.05,35.4,547.6
2362,99,10,27.38,68.19,38.75,612.9
2363,99,11,26.57,72.32,38.66,648.9
2364,99,12,26.68,75.71,37.86,666.9
2365,99,13,26.03,81.4,39.5,646.9
2366,99,14,25.2,86.27,41.63,649.7
2367,99,15,23.72,88.99,43.47,691.3
2368,99,16,22.31,86.42,43.79,717.6
2369,99,17,22.13,93.02,44.17,678.2
2370,99,18,21.23,92.22,44.44,703.1
2371,99,19,21.18,90.73,44.62,661.6
2372,99,20,21.49,87.58,44.68,690.9
2373,99,21,22.91,83.3,45.79,678.2
2374,99,22,23.38,84.61,44.46,642.0
2375,99,23,23.03,84.4,41.29,639.7
2376,100,0,24.47,80.69,39.61,615.3
2377,100,1,25.24,75.29,39.79,614.1
2378,100,2,26.35,72.51,34.83,579.5
2379,100,3,27.24,68.5,30.41,551.2
2380,100,4,27.82,64.52,31.94,518.6
2381,100,5,28.71,63.2,34.69,508.8
2382,100,6,28.08,60.5,31.81,542.4
2383,100,7,27.83,61.16,32.21,523.5
2384,100,8,27.95,62.63,31.84,544.6
2385,100,9,27.07,66.19,32.06,533.3
2386,100,10,25.55,66.65,,502.5
2387,100,11,25.17,71.92,32.08,541.1
2388,100,12,24.83,72.41,,584.3
2389,100,13,23.77,74.29,32.14,613.7
2390,100,14,21.82,76.28,33.32,606.6
2391,100,15,21.54,76.31,32.37,645.7
2392,100,16,20.16,82.25,35.24,676.0
2393,100,17,20.14,80.92,35.23,668.6
2394,100,18,19.72,79.74,34.98,644.5
2395,100,19,19.48,83.6,35.91,644.0
2396,100,20,19.94,80.46,35.64,657.6
2397,100,21,20.76,77.78,37.05,654.4
2398,100,22,21.5,71.93,34.52,610.6
2399,100,23,23.01,71.43,31.09,591.0
2400,101,0,23.96,70.33,30.0,586.5
2401,101,1,25.64,68.56,29.66,526.6
2402,101,2,26.77,66.19,26.72,503.9
2403,101,3,27.24,62.79,23.81,516.3
2404,101,4,27.51,58.35,24.44,463.5
2405,101,5,27.22,54.16,23.29,483.6
2406,101,6,27.78,57.59,21.09,518.3
2407,101,7,27.65,,24.21,509.4
2408,101,8,26.25,58.77,24.09,507.2
2409,101,9,25.73,60.95,27.81,548.6
2410,101,10,24.81,62.86,29.18,562.0
2411,101,11,25.01,62.93,31.16,526.9
2412,101,12,23.27,67.61,32.09,559.9
2413,101,13,21.8,70.4,28.14,606.9
2414,101,14,21.76,71.45,27.65,656.0
2415,101,15,21.79,70.7,29.19,657.5
2416,101,16,20.8,69.44,31.45,672.0
2417,101,17,20.16,71.3,28.99,711.2
2418,101,18,20.46,72.99,30.03,712.4
2419,101,19,19.48,71.13,28.56,669.2
2420,101,20,19.21,73.03,29.68,693.1
2421,101,21,20.1,71.47,29.89,668.2
2422,101,22,22.05,71.02,31.35,671.0
2423,101,23,22.92,67.46,33.09,603.4
2424,102,0,24.14,61.8,33.27,571.3
2425,102,1,25.84,,34.13,555.1
2426,102,2,27.83,52.31,32.45,523.9
2427,102,3,28.13,51.85,37.31,469.7
2428,102,4,28.62,47.36,33.72,395.5
2429,102,5,29.83,49.57,32.04,434.4
2430,102,6,28.94,48.55,33.6,441.7
2431,102,7,29.25,52.81,34.97,478.4
2432,102,8,28.19,51.05,35.94,512.2
2433,102,9,27.58,51.89,37.46,541.4
2434,102,10,26.61,56.82,33.57,551.9
2435,102,11,25.16,64.4,37.64,589.0
2436,102,12,23.73,73.25,37.87,650.4
2437,102,13,23.01,76.63,41.08,673.6
2438,102,14,22.65,85.19,37.44,741.3
2439,102,15,21.75,86.26,38.7,714.0
2440,102,16,21.15,91.02,38.09,686.1
2441,102,17,21.03,88.47,39.63,723.0
2442,102,18,20.35,89.51,40.28,703.0
2443,102,19,20.9,81.18,,750.1
2444,102,20,21.68,76.45,37.96,763.9
2445,102,21,23.5,75.98,37.22,772.9
2446,102,22,23.79,69.22,36.04,754.4
2447,102,23,24.28,67.61,36.11,685.7
2448,103,0,25.55,66.92,36.99,602.4
2449,103,1,26.8,61.63,36.01,605.7
2450,103,2,27.26,55.36,32.23,531.2
2451,103,3,27.75,51.4,31.63,544.6
2452,103,4,28.58,46.79,36.21,535.2
2453,103,5,28.46,45.92,38.58,512.8
2454,103,6,28.38,46.58,31.68,512.8
2455,103,7,28.32,,31.81,520.9
2456,103,8,28.44,54.14,,519.6
2457,103,9,27.42,54.41,33.9,568.1
2458,103,10,25.66,61.98,33.57,617.0
2459,103,11,23.91,62.23,33.87,635.6
2460,103,12,22.58,66.49,,638.9
2461,103,13,21.28,74.03,34.52,694.0
2462,103,14,20.69,80.71,,660.2
2463,103,15,19.63,81.85,38.48,693.3
2464,103,16,19.06,85.43,37.1,726.8
2465,103,17,18.68,87.58,39.81,711.8
2466,103,18,18.72,85.77,36.68,738.1
2467,103,19,19.88,86.69,35.58,727.8
2468,103,20,20.77,90.19,34.28,697.5
2469,103,21,21.47,88.02,38.27,700.7
2470,103,22,22.11,85.39,35.94,643.4
2471,103,23,22.94,82.51,30.69,635.8
2472,104,0,24.25,72.87,28.93,551.6
2473,104,1,25.63,69.69,29.33,532.1
2474,104,2,26.13,62.25,30.3,506.9
2475,104,3,,57.07,34.21,470.6
2476,104,4,26.73,61.1,36.09,465.0
2477,104,5,27.49,58.01,35.52,452.8
2478,104,6,28.18,54.63,33.07,476.9
2479,104,7,27.97,58.3,36.15,492.5
2480,104,8,28.56,56.27,35.22,
2481,104,9,27.37,57.05,34.07,532.7
2482,104,10,26.64,63.84,33.78,540.2
2483,104,11,25.63,67.07,32.07,558.6
2484,104,12,,65.8,32.26,594.4
2485,104,13,23.43,71.46,33.01,619.0
2486,104,14,22.53,73.83,35.64,674.6
2487,104,15,22.12,81.64,35.73,696.6
2488,104,16,22.09,81.72,33.94,720.4
2489,104,17,21.48,86.17,31.48,691.8
2490,104,18,21.58,91.45,32.68,720.1
2491,104,19,21.15,87.25,33.22,698.5
2492,104,20,21.83,84.48,32.17,
2493,104,21,21.93,82.72,31.13,685.7
2494,104,22,23.25,76.43,31.65,675.2
2495,104,23,25.17,73.39,33.9,665.4
